name,N,J,noise,periodic,beta,gamma,mean_degree,r_mean,alpha,Tc,participation_fraction,avg_internal_degree,n_components,largest_component_fraction
SD,504,1.0,1e-10,False,7.610000000000005,6.01,10,0.4185614898055585,1.5862820933820403,20.05096048767731,0.042852739301464875,11.647058823529411,1,1.0
SD,736,1.0,1e-10,False,7.610000000000005,6.01,10,0.40632430034516626,1.5974494286498784,26.366517272278035,0.04377372137806443,14.783783783783784,1,1.0
SD,411,1.0,1e-10,False,7.610000000000005,6.01,10,0.4350237011260354,1.5931898219540122,20.05723267428597,0.0696583956660297,13.414634146341463,1,1.0
SD,689,1.0,1e-10,False,7.610000000000005,6.01,10,0.4256772791482376,1.5538190915969277,13.841467336502074,0.022814846738712775,11.333333333333334,1,1.0
SD,807,1.0,1e-10,False,7.810000000000005,6.01,10,0.3705908478239808,1.5917240508472612,24.278748298409667,0.036213838523309935,13.08641975308642,1,1.0
SD,614,1.0,1e-10,False,7.810000000000005,6.01,10,0.41141412621170714,1.6019786922315316,26.433201207909942,0.049630852266181504,15.096774193548388,1,1.0
SD,1241,1.0,1e-10,False,7.810000000000005,6.01,10,0.3859513612877858,1.5724868486336072,20.291937903500333,0.01762608743199992,11.0,1,1.0
SD,727,1.0,1e-10,False,7.810000000000005,6.01,10,0.40723517968632106,1.588872359366928,18.526972994293093,0.03123600459658407,11.616438356164384,1,1.0
SD,939,1.0,1e-10,False,8.010000000000005,6.01,10,0.3952715756500546,1.5866654125962718,23.55016373712244,0.026710654104616784,11.170212765957446,1,1.0
SD,556,1.0,1e-10,False,8.010000000000005,6.01,10,0.4068750690918446,1.5876087765457585,18.993843859486432,0.03349460785300522,9.75,1,1.0
SD,834,1.0,1e-10,False,8.010000000000005,6.01,10,0.39679188184391495,1.5838307370746592,21.082219607693784,0.03733578833834079,12.928571428571429,1,1.0
SD,816,1.0,1e-10,False,8.010000000000005,6.01,10,0.4003494646482423,1.577744204708443,20.739263009223283,0.02527152150783469,11.317073170731707,1,1.0
SD,2000,1.0,1e-10,False,1.01,6.01,20,0.5287108875015101,1.5916087676920765,30.59022047537604,0.5817568833233159,8.06,2,0.995
SD,2000,1.0,1e-10,False,1.01,6.01,20,0.5359458877852767,1.5917744341190168,30.71509590205973,0.5426393785289544,8.32,1,1.0
SD,2000,1.0,1e-10,False,1.01,6.01,20,0.5403274918681568,1.5918578209381504,30.866014221299206,0.5331868716124735,9.6,1,1.0
SD,2000,1.0,1e-10,False,1.01,6.01,20,0.5370264110697726,1.5919046853106222,30.817040456186323,0.41788132019143076,10.6,1,1.0
SD,2000,1.0,1e-10,False,1.21,6.01,20,0.5364479788321437,1.5896477674860212,31.340250976187164,0.47498589445959355,10.93,1,1.0
SD,2000,1.0,1e-10,False,1.21,6.01,20,0.5236221779554059,1.589214242018601,31.154020511646515,0.4755134897752693,10.3,2,0.995
SD,2000,1.0,1e-10,False,1.21,6.01,20,0.5408765110607694,1.5890853398255136,30.73565454848233,0.5009395377802905,9.16,1,1.0
SD,2000,1.0,1e-10,False,1.21,6.01,20,0.5399411561786965,1.5895678466195302,31.204105643989436,0.3062255799386943,12.58,2,0.99
