run_id,degree,sum_prob
20260409_182418_163081,2,9.75056114570007e-08
20260409_182430_693336,8,0.001559296859527402
20260409_182430_693336,12,0.020383459411860993
20260409_182430_693336,17,0.05665377486139011
20260409_182430_693336,20,0.06361409689330899
20260409_182430_693336,15,0.05528421385735524
20260409_182430_693336,22,0.05567691954851802
20260409_182430_693336,13,0.03315402702377532
20260409_182430_693336,11,0.013816152234223333
20260409_182430_693336,23,0.06130555100704377
20260409_182430_693336,19,0.08030646147367793
20260409_182430_693336,9,0.0062990494244257
20260409_182430_693336,14,0.04681612729233101
20260409_182430_693336,16,0.06508045992997338
20260409_182430_693336,30,0.03738272054549214
20260409_182430_693336,31,0.013383495374041859
20260409_182430_693336,10,0.009083489384475164
20260409_182430_693336,21,0.048009661236961175
20260409_182430_693336,18,0.0619849337626775
20260409_182430_693336,26,0.020679659929198197
20260409_182430_693336,39,0.0024586361065521557
20260409_182430_693336,28,0.035169404839677454
20260409_182430_693336,60,0.0013601882164782347
20260409_182430_693336,50,0.0007672311227984894
20260409_182430_693336,24,0.032549205789353323
20260409_182430_693336,25,0.036000799216062376
20260409_182430_693336,6,0.00017019505302716948
20260409_182430_693336,32,0.01579977396244649
20260409_182430_693336,5,9.780549837438473e-05
20260409_182430_693336,7,0.000563269512862898
20260409_182430_693336,37,3.829302213551062e-05
20260409_182430_693336,47,0.0002473793869570022
20260409_182430_693336,36,0.01617021858324813
20260409_182430_693336,44,0.03201551101494007
20260409_182430_693336,35,0.00035605037599940463
20260409_182430_693336,38,0.008994958964584627
20260409_182430_693336,29,0.015431848513078923
20260409_182430_693336,27,0.015623557327626908
20260409_182430_693336,4,4.3410808477257034e-06
20260409_182430_693336,34,0.02247307286421146
20260409_182430_693336,33,0.008974252404218081
20260409_182430_693336,41,0.004145330194586816
20260409_182430_693336,48,0.00011490877281209588
20260409_182430_693336,3,2.181268619421674e-07
20260409_182443_314499,20,0.083226862487301
20260409_182443_314499,39,0.03563891553988447
20260409_182443_314499,26,0.03356391008625958
20260409_182443_314499,19,0.0930611999220622
20260409_182443_314499,27,0.061502051898829395
20260409_182443_314499,15,0.04781332527974412
20260409_182443_314499,22,0.05147803210894899
20260409_182443_314499,16,0.05050308715413658
20260409_182443_314499,18,0.04385957241423172
20260409_182443_314499,17,0.06486126738332385
20260409_182443_314499,14,0.04112293755655706
20260409_182443_314499,36,0.050360615850497004
20260409_182443_314499,24,0.04662773036010568
20260409_182443_314499,23,0.056895092888608605
20260409_182443_314499,12,0.01827133880137138
20260409_182443_314499,21,0.03637947037741501
20260409_182443_314499,25,0.01697281534123383
20260409_182443_314499,55,0.0004026524471656937
20260409_182443_314499,13,0.03004053370661046
20260409_182443_314499,11,0.01392272882521918
20260409_182443_314499,8,0.0008340555791485442
20260409_182443_314499,6,0.00026140988599801485
20260409_182443_314499,32,0.003164310859277625
20260409_182443_314499,28,0.005635123091498736
20260409_182443_314499,10,0.00996929844309892
20260409_182443_314499,51,0.022191599555545075
20260409_182443_314499,48,0.0002015150224277503
20260409_182443_314499,30,0.012026987754190631
20260409_182443_314499,7,0.001261750790172544
20260409_182443_314499,33,0.007493026387354807
20260409_182443_314499,40,0.000811808865404347
