run_id,degree,sum_prob,deg_count
20260429_102322_021340,186,0.010873794591237364,2
20260429_102322_021340,128,0.00561871801347052,3
20260429_102322_021340,103,0.003099062634662704,1
20260429_102322_021340,33,0.0065139855067326185,16
20260429_102322_021340,140,0.00342262910484825,1
20260429_102322_021340,32,0.0060705155120692345,17
20260429_102322_021340,350,0.015068919686270853,1
20260429_102322_021340,51,0.006398310913958621,9
20260429_102322_021340,95,0.003212766106877832,2
20260429_102322_021340,25,0.004812541821064608,22
20260429_102322_021340,23,0.0063543886936332965,32
20260429_102322_021340,50,0.004812470662305491,6
20260429_102322_021340,165,0.002478214807876689,1
20260429_102322_021340,83,0.004639082832502384,2
20260429_102322_021340,61,0.0024923682436713422,2
20260429_102322_021340,187,0.008506419029264783,2
20260429_102322_021340,16,0.009293997315035918,74
20260429_102322_021340,182,0.005272791405298454,1
20260429_102322_021340,28,0.00440423631688971,19
20260429_102322_021340,294,0.007402979294866013,1
20260429_102322_021340,145,0.0020805953901877837,1
20260429_102322_021340,170,0.006976602137987638,1
20260429_102322_021340,132,0.005002433873427531,2
20260429_102322_021340,169,0.004546109874020269,1
20260429_102322_021340,39,0.0041928812692002305,7
20260429_102322_021340,79,0.001900728595504924,2
20260429_102322_021340,63,0.0014099997756682415,1
20260429_102322_021340,249,0.009677721765600432,1
20260429_102322_021340,150,0.005215878445887792,1
20260429_102322_021340,20,0.008728954378837346,47
20260429_102322_021340,81,0.005223872267572566,3
20260429_102322_021340,66,0.0048846505090925935,5
20260429_102322_021340,91,0.005159111094971143,3
20260429_102322_021340,96,0.001095412958521295,1
20260429_102322_021340,35,0.0050192514536406265,13
20260429_102322_021340,40,0.004516370470469894,11
20260429_102322_021340,101,0.006156678144155632,2
20260429_102322_021340,90,0.003329826881590691,1
20260429_102322_021340,153,0.0042925284487930595,1
20260429_102322_021340,46,0.0066177784661764685,11
20260429_102322_021340,287,0.011459578734114437,1
20260429_102322_021340,60,0.004695939946711699,5
20260429_102322_021340,138,0.004266365557128315,1
20260429_102322_021340,185,0.005468868371094457,1
20260429_102322_021340,82,0.0014990805003669738,1
20260429_102322_021340,29,0.006980023654386088,21
20260429_102322_021340,131,0.0022743846485934064,1
20260429_102322_021340,49,0.002272350889683114,4
20260429_102322_021340,72,0.005408445159095454,5
20260429_102322_021340,154,0.0034906890266580685,1
20260429_102322_021340,44,0.004770113622062183,7
20260429_102322_021340,111,0.003257998757985615,2
20260429_102322_021340,162,0.003715936850030039,1
20260429_102322_021340,146,0.0027456518685102273,1
20260429_102322_021340,84,0.0036860776597610083,2
20260429_102322_021340,68,0.004870231463401497,3
20260429_102322_021340,135,0.004868919442885925,1
20260429_102322_021340,123,0.009143004926574605,2
20260429_102322_021340,53,0.0009113150279050306,2
20260429_102322_021340,86,0.0034096966525313825,2
20260429_102322_021340,230,0.007699777717919649,1
20260429_102322_021340,56,0.0006663526819893698,2
20260429_102322_021340,175,0.005422512951649764,1
20260429_102322_021340,1,6.79713687118631e-05,37
20260429_102322_021340,102,0.0019397161730708395,1
20260429_102322_021340,177,0.003994066294221702,1
20260429_102322_021340,130,0.002794099106221188,1
20260429_102322_021340,250,0.0064882937459686575,1
20260429_102322_021340,78,0.0017232614959703666,1
20260429_102322_021340,74,0.004810703864058585,3
20260429_102322_021340,124,0.0029487189680817366,1
20260429_102322_021340,62,0.001103889110725648,2
20260429_102322_021340,127,0.0026126313044208746,1
20260429_102322_021340,47,0.0018286167622846663,2
